,company,date,title,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Consultancy Jobs,Creative & Design Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Legal Jobs,Logistics & Warehouse Jobs,Maintenance Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Part time Jobs,Property Jobs,Retail Jobs,Sales Jobs,Scientific & QA Jobs,Social work Jobs,Teaching Jobs,Trade & Construction Jobs,Travel Jobs,Unknown
146,HouseKeeper,2018-05-01,"Housekeeping Wanted - Las Vegas, Nevada Domestic Helper Posting, Seeking Housekeeper",Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,ElderCare,2018-05-01,"Caregiver Wanted - Qualified Elder Care For Hire, Seeking Elder Care Provider",Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,HouseKeeper,2018-05-01,"Housekeeping Wanted - Need Trustworthy, Polite House Keeper, Seeking Housekeeper",Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,HouseKeeper,2018-05-01,"Housekeeping Wanted - Awesome, Seeking Housekeeper",Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Travel HealthCare Jobs,2018-05-01,Travel Echo Technician Jobs,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Travel HealthCare Jobs,2018-05-01,Travel OB Ultrasound Technician Jobs,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Travel HealthCare Jobs,2018-05-01,Travel Radiology Technician / XRay Jobs,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Kittrell Jensen Contractors,2018-05-01,Estimator / Business Development,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,NASCAR,2018-05-01,Las Vegas Track Staff,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,Bishop Air Service,2018-05-01,HVAC/R Service Technician - Commercial,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,Arcata Associates,2018-05-01,"Scientist II, Engineer",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,CRACKER BARREL,2018-06-01,Cook,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,CDM Smith,2018-06-01,Client Service Leader - Industrial Market,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,"Ferguson Enterprises, Inc.",2018-06-01,Class B Delivery Driver HVAC,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,Sitter,2018-06-01,"Babysitting Wanted - Date Night Sitter, Seeking Sitter",Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Babysits,2018-06-01,Babysitter wanted in Las Vegas - babysitting Las Vegas,Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,RSM International,2018-06-01,Tax Partner,Consultancy Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Gallagher,2018-06-01,Commercial Insurance Quality Analyst,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,Correct Care Solutions,2018-06-01,Physician,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,"Clark County, NV",2018-06-01,MEDICAL EXAMINER,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,DSW,2018-06-01,Store Warehouse Associate Part-Time Job,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,Sitter,2018-06-01,"Babysitting Wanted - Work Opportunity: Las Vegas, Nevada Child Minder, Seeking Sitter",Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Bank of America,2018-06-01,"Direct Lending Loan Officer - Las Vegas, NV",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,Keolis Transit,2018-06-01,Fixed Route Driver,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,RSM International,2018-06-01,Tax Senior Manager,Consultancy Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,RSM International,2018-06-01,Consulting - Manager - Bank Secrecy Act / Anti-Money Laundering,Consultancy Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Bank of America,2018-06-01,"Direct Lending Loan Officer - Bilingual Spanish - Las Vegas, NV",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174,Asset Plus,2018-06-01,Leasing Manager,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,Sitter,2018-06-01,"Babysitting Wanted - Night Nanny Wanted In Las Vegas, Seeking Sitter",Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Gap Inc.,2018-06-01,Supervisor - Las Vegas Prem-North,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,HouseKeeper,2018-07-01,Housekeeper Wanted - Lets Just Have A Great Day,Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Superprof,2018-07-01,"Superprof, the USA’s 1 tutoring network, is offering you the chance to become a private Chemistry tutor - Las Vegas",Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179,Risk Management Insurance,2018-07-01,Customer Service,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,DaVita,2018-07-01,"Physician, Primary Care",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,Qkids,2018-07-01,Teach English from Home,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,Qkids,2018-07-01,Remote Work Teaching English,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
184,Channel Impact,2018-07-01,Software Applications Development,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,Exec Staff Recruiters,2018-07-01,"Pediatric Emergency Medicine Physician (Las Vegas, NV) PP",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,Forklift Positions,2018-07-01,Freight Handler 20,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,Sykes Enterprice,2018-07-01,Data Entry,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,NCO APAC UNITED STATES,2018-07-01,Patient Advocacy Liaison,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,cypher inc,2018-07-01,house keeper,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,G.C Manufacturing,2018-07-01,Accounting Supervisor,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,NCO APAC UNITED STATES,2018-07-01,Eligibility Screener,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,"Global Aviation Services, LLC",2018-07-01,Mechanic - FT at LAS,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,Channel Impact,2018-07-01,Customer Engagement Specialist,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,Amzur Technologies,2018-07-01,Systems Technician,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,BrandonToby Recruiters,2018-07-01,Physical Therapist - PT - NV - Las Vegas,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,MetLife,2018-07-01,Property & Casualty Sales Agent,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,"Clark County, NV",2018-07-01,BAILIFF,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,DaVita,2018-07-01,"Physician, Pediatrics",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,Altria,2018-07-01,"Undergraduate Sales Intern - ALPFA National Convention - Las Vegas, NV",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,DaVita,2018-07-01,Cardiologist,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,FedEx Office,2018-07-01,Retail Customer Service Associate,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,Care.com,2018-07-01,"Family Looking for Kindergarten, Child Care Center and Preschool for Newborn",Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
203,Care.com,2018-07-01,Family Looking for Preschool for 9 Year Old and 6 Year Old and 9 Year Old and 6 Year Old,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
204,Correct Care Solutions,2018-07-01,Psychologist,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,DaVita,2018-07-01,Nurse Practitioner/Physician Assistant,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,Red Rock Staffing,2018-07-01,SEO Account Manager - Vegas,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,Dignity Health,2018-07-01,RN,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,adidas,2018-07-01,Retail Team Leader - Las Vegas Premium South 168,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,DaVita,2018-07-01,Oncologist,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,DaVita,2018-07-01,CRNA (Per Diem),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,Care.com,2018-07-01,Looking For A Pet Sitter For 3 Dogs In Las Vegas,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
213,DaVita,2018-08-01,CRNA,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,DaVita,2018-08-01,NP or PA - Urgent Care,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,DaVita,2018-08-01,Laborist,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216,Cr England,2018-08-01,We Train New Truck Drivers Apply Today- Apply Today,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Amazon,2018-08-01,"Manager, LOAA","PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
218,The Virtual Call Center,2018-08-01,Virtual - Customer Service Representative III,Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,DaVita,2018-08-01,"Manager, Communications and Events",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,Amazon,2018-08-01,ADA Regional Accommodation Manager,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,Covance,2018-08-01,Senior CRA/CRA II,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,Massage Envy,2018-08-01,Massage Therapist (Part Time),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,Massage Envy,2018-08-01,Massage Therapist (Full-Time),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,Massage Envy,2018-08-01,Licensed Massage Therapist,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,Massage Envy,2018-08-01,Massage Therapist Centennial Hills ft/pt,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,Massage Envy,2018-08-01,Massage Therapist,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,Massage Envy,2018-08-01,Massage Therapist centennial gateway ft/pt,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228,Massage Envy,2018-08-01,Massage Technician,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,CACI,2018-08-01,All Source Analyst - Collection Manager (Mid-Level),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,CVS Health,2018-08-01,Pharmacy Technician - Target Store,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
231,CVS Health,2018-08-01,Pharmacy Technician,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
232,CVS Health,2018-08-01,Shift Supervisor Management Trainee,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233,CVS Health,2018-08-01,Retail Store Associate,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,CVS Health,2018-08-01,Beauty Consultant,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,CACI,2018-08-01,Targeting Officer - Junior Level,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236,CACI,2018-08-01,Targeting Officer - Journeyman,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,Aetna,2018-08-01,Clinical Program Consultant (RN) Registered Nurse,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,"Clark County, NV",2018-08-01,PTH FACILITATION/MEDIATION SPECIALIST (CLINICAL SERVICES) 2018,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239,Golf Galaxy,2018-08-01,Retail Golf Services Specialist (Select Stores),Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,Puma North America Inc.,2018-08-01,Retail Supervisor - Las Vegas,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,Robert Half Finance & Accounting,2018-08-01,Assistant Controller,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Robert Half Finance & Accounting,2018-08-01,Accounting Manager,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Robert Half Finance & Accounting,2018-08-01,Staff Accountant,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Puma North America Inc.,2018-08-01,Retail Sales Associate - Las Vegas,Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
246,Care.com,2018-08-01,Nanny Needed For 1 Child In Las Vegas.,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
247,"Clark County, NV",2018-08-01,SENIOR BUILDING INSPECTOR,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,Care.com,2018-08-01,Looking For A Pet Sitter For 1 Dog In Las Vegas,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
249,Qkids,2018-08-01,Online English Teacher - Work from Home,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,Qkids,2018-08-01,English Language Tutor - Remote,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,Kroger,2018-08-01,Smith's Fresh Hourly Associate,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,Kroger,2018-08-01,Smith's Front End Hourly Associate,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,Kroger,2018-08-01,Smith's Grocery/Stocking Hourly Associate,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,Trans System,2018-08-01,CDL-A Company Truck Drivers - Southwest Regional Flatbed Drivers,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Panther Premium Logistics,2018-08-01,"Class A Owner Operators and Fleet Owners: Sign-On Bonus - $10,000 and up",Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Panther Premium Logistics,2018-08-01,"OTR Team Tractor Drivers: New $18,000 sign-on bonus",Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,"NurseCore Management Services, LLC",2018-08-01,Registered Nurse,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
266,"Clark County, NV",2018-08-01,FIRE PROTECTION ENGINEER,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,"Clark County, NV",2018-08-01,YOUTH & ADULT INTERVENTION SPECIALIST I/II,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268,"Clark County, NV",2018-08-01,FIRE DEPARTMENT PROTECTION ENGINEER,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,Entercom Communications,2018-08-01,On Air Talent-KLUC Afternoon Drive Las Vegas,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,Advance Auto Parts,2018-08-01,Auto Parts Territory Sales Mgr - North Las Vegas,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,Benihana,2018-08-01,Sushi Chef - Full-Time,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,adidas,2018-08-01,Retail Cash Wrap Supervisor - Las Vegas Premium 168,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
274,Agilysys,2018-08-01,Solutions Support Engineer I,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Life Time Fitness,2018-08-01,Member Services Closer - Las Vegas,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276,Travel HealthCare Jobs,2018-08-01,Travel Nurse RN - OR Pediatric Surgery,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Travel HealthCare Jobs,2018-08-01,RN Travel Nurse - PICU Pediatrics Intensive Care,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Travel HealthCare Jobs,2018-08-01,RN Travel Nurse - OR Transplant Surgery,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Travel HealthCare Jobs,2018-08-01,RN Travel Nurse - ED/ER Emergency Department,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Travel HealthCare Jobs,2018-08-01,Travel Nurse RN - NICU Neonatal Intensive Care,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Travel HealthCare Jobs,2018-08-01,Travel Nurse RN - ICU Intensive Care Unit,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Travel HealthCare Jobs,2018-08-01,Travel Nurse RN - MICU Medical Intensive Care,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Travel HealthCare Jobs,2018-08-01,Travel Nurse RN - OR Trauma Surgery,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Travel HealthCare Jobs,2018-08-01,Travel Nurse RN - SICU Surgical Intensive Care,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Travel HealthCare Jobs,2018-08-01,Travel Nurse RN - ICU Trauma Unit,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Clearent Intelligent Processing,2018-08-01,"Business Sales Consultant - Las Vegas, NV",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,"Clark County, NV",2018-08-01,PRINCIPAL ENGINEERING TECHNICIAN,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,DaVita,2018-08-01,"Cardiologist, Interventional",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289,"Clark County, NV",2018-08-01,PTH YOUTH AND FAMILY ASSISTANT (2018),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
290,DaVita,2018-08-01,Endocrinologist,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
291,Advance Auto Parts,2018-08-01,"WORLDPAC Assistant Branch Ops Mgr - North Las Vegas, NV",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,"Clark County, NV",2018-08-01,PTH FAMILY SERVICES SPECIALIST (2018),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
293,ACDi,2018-08-01,Business Reporting Analyst-89442,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
294,Nielsen,2018-08-01,"Membership Representative - Las Vegas, NV",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,Nielsen,2018-08-01,"Bilingual/Spanish Field Representative - Las Vegas, NV",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,Intuit,2018-08-01,"Tax Expert - CPA, Enrolled Agent or Practicing Attorney - Seasonal Remote",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
