,company,date,title,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Consultancy Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,Graduate Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Logistics & Warehouse Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Property Jobs,Retail Jobs,Scientific & QA Jobs,Teaching Jobs,Trade & Construction Jobs,Travel Jobs,Unknown
153,Jacobs,2018-10-01,Structural Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Jacobs,2018-10-01,Junior Wastewater Process Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Jacobs,2018-10-01,Informatics Systems Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Jacobs,2018-10-01,Midstream Water Engineer III,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Jacobs,2018-10-01,CEI Project Manager,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Jacobs,2018-10-01,Project Manager - Wastewater - Upstream / Downstream,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,TechnipFMC,2018-10-01,Vessel Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Oxy,2018-10-01,Facilities Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Weatherford,2018-10-01,PMO Analyst,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Jacobs,2018-10-01,Electrical Engineer (Buildings Design),Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Baker Hughes,2018-10-01,"Intelligent Production Systems Subject Matter Expert (CWI) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Baker Hughes,2018-10-01,"Cost Accounting Analyst (Finance) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Exxon Mobil,2018-10-01,Mathematical Optimization Research Scientist,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Oxy,2018-10-01,Competitor Intelligence Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,LyondellBasell,2018-10-01,Operations Specialist - Freight Forwarding and Ocean Container Transport,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,NOV,2018-10-01,Manufacturing Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Siemens,2018-10-01,Quality Professional,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Shell,2018-10-01,"Operations Volume Analyst - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Brunel,2018-10-01,Oil and Gas - Admin Assistant,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Jacobs,2018-10-01,Manufacturing Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,NOV,2018-10-01,Fitter,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Baker Hughes,2018-10-01,Senior ARMO Staff Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,NOV,2018-10-01,Project Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Jacobs,2018-10-01,Electrical Engineer-Flight Hardware,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Exxon Mobil,2018-10-01,Research Data Scientist,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Shell,2018-10-01,"Due Diligence Analyst - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,NOV,2018-10-01,Software Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,NOV,2018-10-01,Metrology Lab Technician,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Weatherford,2018-10-01,CNC MACHINIST I,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,BlingABC by XDF,2018-10-01,Online ESL Teacher $28-$36USD per 90,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,Woodlands Bride,2018-10-01,Sales Representative - Print Ads,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,NES Global Talent,2018-10-01,Senior Project Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Macquarie Group,2018-10-01,Web UI Developer,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186,Shell,2018-10-01,"Finance Adviser - Exploration - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,NOV,2018-10-01,System Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,NOV,2018-10-01,Deburr Technician,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,NES Global Talent,2018-10-01,Lead PSM / Process Safety Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,NES Global Talent,2018-10-01,Rotating Equipment Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,TransCanada,2018-10-01,US General Summer Student,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Exxon Mobil,2018-10-01,Welder (Pipeline - Houston),"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,NOV,2018-10-01,Buyer/Planner,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,WorleyParsons,2018-10-01,Principal Instrument and Control Designer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,WorleyParsons,2018-10-01,Project Quality Engineer II,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Oxy,2018-10-01,Account Representative,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Jacobs,2018-10-01,Electro/Mechanical Technician II,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,BP,2018-10-01,Digital Ecosystem Development Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Weatherford,2018-10-01,Machine Operator – Slip Saw,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,WorleyParsons,2018-10-01,Project Director,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,NOV,2018-10-01,Fabricator,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Oxy,2018-10-01,Geoscience Tech,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Wood,2018-10-01,Senior Environmental Manager (Part-time),"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Jacobs,2018-10-01,Maintenance Technician,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,NOV,2018-10-01,Welder/Fitter - Night Shift,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,NOV,2018-10-01,Customer Repair Representative,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Jacobs,2018-10-01,Technician Assistant I,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,NOV,2018-10-01,Staff Accountant,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Aegion,2018-11-01,Engineering Supervisor,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,WorleyParsons,2018-11-01,Project Supply Chain Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Baker Hughes,2018-11-01,"Lower Completions Product Line Reliability Engineer - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Oxy,2018-11-01,Senior Financial Analyst – Marketing Accounting,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Baker Hughes,2018-11-01,"Senior Account Manager (Digital) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Baker Hughes,2018-11-01,"Senior Risk and Compliance Advisor (Digital Technology) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Baker Hughes,2018-11-01,"Field Specialist (Chemical Automation) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Aegion,2018-11-01,Human Resources Coordinator,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Weatherford,2018-11-01,"Financial Planning & Analysis Manager – North America – Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,TechnipFMC,2018-11-01,Corporate Financial Analyst,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Wood,2018-11-01,Technical Professional I- STS/ASA,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,NOV,2018-11-01,Compensation Analyst,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,NOV,2018-11-01,Senior Simulation Scientist - Additive Manufacturing,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Weatherford,2018-11-01,CATEGORY SOURCING LEAD- LAND FREIGHT,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Oxy,2018-11-01,Crude Lease Trucking Accountant,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Baker Hughes,2018-11-01,"Additive Manufacturing Customer Engagement Leader - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,WorleyParsons,2018-11-01,Project Engineering Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Wood,2018-11-01,Project Consultant III,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Bechtel,2018-11-01,Rotating Equipment Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,WorleyParsons,2018-11-01,Project Business Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,WorleyParsons,2018-11-01,Project Construction Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Brunel,2018-11-01,Electrical and Instrument Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Wood,2018-11-01,Technical Professional II,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,TechnipFMC,2018-11-01,Development Planning Advisor,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Baker Hughes,2018-11-01,"IT Audit Supervisor - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Baker Hughes,2018-11-01,"Product Line, HSE Operations Leader (Upstream Chemicals) Sugar Land / Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Wood,2018-11-01,Building Maintenance Technician 2,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Shell,2018-11-01,"Vehicle Scheduler - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Shell,2018-11-01,"Bankruptcy Paralegal - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Wood,2018-11-01,Business Development Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Wood,2018-11-01,Everything People Administrator,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Baker Hughes,2018-11-01,"SSA Accounts Director (Sales) - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,TechnipFMC,2018-11-01,Fabrication Work Package Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,TechnipFMC,2018-11-01,Lead Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Wood,2018-11-01,Business Services Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Wood,2018-11-01,Accounting Assistant (contract),"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Wood,2018-11-01,Legal Counsel- Shared Services,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Shell,2018-11-01,Logistics Coordinator - South and West,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Brunel,2018-11-01,Process Safety Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,NOV,2018-11-01,Mechanical Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Forum,2018-11-01,Cost Accountant III,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Wood,2018-11-01,Recruiter,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Wood,2018-11-01,HSE Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Wood,2018-11-01,Operations Technical Professional - Subsea,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,WorleyParsons,2018-11-01,Supply Chain Coordinator,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Wood,2018-11-01,Building Maintenance Technician 1,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Wood,2018-11-01,Coatings Inspector,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Forum,2018-11-01,Inside Sales Rep II,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Wood,2018-11-01,Compliance Advisor- West,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Wood,2018-11-01,Project Management II,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Brunel,2018-11-01,Project Controls Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Wood,2018-11-01,Sr. ROW Agent,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Aegion,2018-11-01,Construction Laborer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Wood,2018-11-01,Operations Technical Professional,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Wood,2018-11-01,Legal Counsel ASA/STS,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Shell,2018-11-01,"Loading Support Services Specialist - Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Shell,2018-11-01,Advisor Organisation Development Upstream,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Macquarie Group,2018-11-01,Cloud Solutions Engineer,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
269,VIPKid,2018-11-01,Online ESL Tutor for Children,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
270,Forum,2018-11-01,Drafter II,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,LyondellBasell,2018-11-01,Senior/Lead Fixed Asset Accountant - Global Process,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,TechnipFMC,2018-11-01,NAM QCS Inspection Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Leidos,2018-11-01,Aerospace Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Weatherford,2018-11-01,"Travel & Expense Program Manager – North America – Houston, TX","Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,LyondellBasell,2018-11-01,Senior Lead Accountant - Finance Process Improvement,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Wood,2018-11-01,Senior Corrosion Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Wood,2018-11-01,Pipeline Services Environmental Permitting Specialist Lead,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,NOV,2018-11-01,Staff Accountant,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Jacobs,2018-11-01,Materials Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,NOV,2018-11-01,Marketing Representative,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,NOV,2018-11-01,Electrical Designer/Drafter,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Wood,2018-11-01,Environmental Impact Assessment and Permitting Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,BP,2018-11-01,Continuous Improvement Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,NOV,2018-11-01,Machine Operator,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,BP,2018-11-01,Production Optimizer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,BP,2018-11-01,Project Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,WorleyParsons,2018-11-01,Chief Asset Integrity Solutions Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,LyondellBasell,2018-11-01,Communication Associate/Advisor,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Jacobs,2018-11-01,IT Business Analyst/QA Tester,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Jacobs,2018-11-01,Software Engineer,Engineering Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,NOV,2018-11-01,Software Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,NOV,2018-11-01,Project Accountant,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,BP,2018-11-01,Optimization Developer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Weatherford,2018-11-01,Marketing Communications Manager,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,BP,2018-11-01,Optimization Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Wood,2018-11-01,Principal Materials Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,BP,2018-11-01,Engineering Team Lead,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,AMCS Group,2018-11-01,Strategic Accounts Director (sales),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299,Exxon Mobil,2018-11-01,NOBCChE Conference,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,TechnipFMC,2018-11-01,IT Specialist - Legal,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,WorleyParsons,2018-11-01,Senior Messaging Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Exxon Mobil,2018-11-01,PhD Students Seeking Internships/ Co-Op Opportunities,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Exxon Mobil,2018-11-01,NSBE Conference,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Exxon Mobil,2018-11-01,Information Technology Students Seeking Student Placement/Internship Opportunities,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Exxon Mobil,2018-11-01,Information Technology Students Seeking Full-Time Employment,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Exxon Mobil,2018-11-01,PhD Students Seeking Full Time Opportunities,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Exxon Mobil,2018-11-01,2019USH - Human Resources Students Seeking Internship Opportunities,"Energy, Oil & Gas Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
